example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
7a42150c-1f5d-449c-ac83-addfe816e46a,{'ID': '62_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,entrances,easily recognisable,Accessible entrances should be clearly sign-posted and easily recognisable.,Accessible <e1>entrances</e1> should be clearly sign-posted and <e2>easily recognisable</e2>.
7a6635fc-c464-4d61-8ef1-2fdbf13bb9e7,{'ID': '140_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,U-values,"based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening","U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening.","<e1>U-values</e1> for rooflights or rooflight-and-kerb assemblies should be <e2>based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening</e2>."
7aceb502-0ee4-49d6-b9b1-0bed9d77d3fd,{'ID': '11_UK_DocF_V1_Ventilation'},necessity,Combustion appliances,operate safely,Combustion appliances must operate safely whether or not fans are running.,<e1>Combustion appliances</e1> must <e2>operate safely</e2> whether or not fans are running.
7af206e3-3c30-4fd8-8d95-bf9b95861206,{'ID': '393_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Systems,commissioned to optimise the use of energy for pumping,Systems should be commissioned to optimise the use of energy for pumping.,<e1>Systems</e1> should be <e2>commissioned to optimise the use of energy for pumping</e2>.
7c44934c-61e1-4904-a493-1aa360ccc7d1,{'ID': '1_UK_DocA_Structure'},necessity,building,constructed,"The building shall be constructed so that the combined dead,imposed and wind loads are sustained and transmitted by it to the ground: (a) safely; and (b) without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building.","The <e1>building</e1> shall be <e2>constructed</e2> so that the combined dead,imposed and wind loads are sustained and transmitted by it to the ground: (a) safely; and (b) without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building."
7c74b365-6fdd-494d-9675-3ae036c55348,{'ID': '82_Finnish_SafetyOfUse'},necessity,structural elements,designed and constructed,Ladders and other structural elements at emergency exits and service routes must be designed and constructed so that they can also be used in an emergency situation.,Ladders and other <e1>structural elements</e1> at emergency exits and service routes must be <e2>designed and constructed</e2> so that they can also be used in an emergency situation.
7c74b365-6fdd-494d-9675-3ae036c55348,{'ID': '82_Finnish_SafetyOfUse'},necessity,Ladders,designed and constructed,Ladders and other structural elements at emergency exits and service routes must be designed and constructed so that they can also be used in an emergency situation.,<e1>Ladders</e1> and other structural elements at emergency exits and service routes must be <e2>designed and constructed</e2> so that they can also be used in an emergency situation.
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c,{'ID': '134_Finnish_FireSafety'},equal,fire compartmenting requirement,EI 30,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be class E 15.","The <e1>fire compartmenting requirement</e1> for the balcony slab of a glazed balcony of a building exceeding two storeys is <e2>EI 30</e2>; however, minor sealing parts and penetrations may be class E 15."
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c,{'ID': '134_Finnish_FireSafety'},greater,two,storeys,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be class E 15.","The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding <e1>two</e1> <e2>storeys</e2> is EI 30; however, minor sealing parts and penetrations may be class E 15."
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c,{'ID': '134_Finnish_FireSafety'},equal,class,E 15,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be class E 15.","The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be <e1>class</e1> <e2>E 15</e2>."
7ca3a924-dd3a-450e-af24-4d456d6c1b32,{'ID': '113_Finnish_Health-Humidity'},necessity,waterproofing,"form a whole which is impermeable on all waterproofed surfaces as well as on their seams, penetrations and joints","Wet room waterproofing must form a whole which is impermeable on all waterproofed surfaces as well as on their seams, penetrations and joints.","Wet room <e1>waterproofing</e1> must <e2>form a whole which is impermeable on all waterproofed surfaces as well as on their seams, penetrations and joints</e2>."
7d1ada0b-8dcc-4c01-84d7-78b80cb404c9,{'ID': '58_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,cable routes,parking spaces,"If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then cable routes should be installed for associated parking spaces within the covered car park.","If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then <e1>cable routes</e1> should be installed for associated <e2>parking spaces</e2> within the covered car park."
7d35f4c4-fa65-4d68-a974-f54386ca8aee,{'ID': '49_Finnish_SafetyOfUse'},less-equal,gap,ten millimetres,"However, a horizontal gap in a protective part must be no higher than ten millimetres.","However, a horizontal <e1>gap</e1> in a protective part must be no higher than <e2>ten millimetres</e2>."
7d7d55f1-b28d-4ce8-aec6-dd4dc0786ce8,{'ID': '208_UK_DocL_V1_ConsrvationOfFuelAndPower'},less-equal,heat loss,(16.66 8.33 V0.4)/(1000 24),"For sizes of cylinder not listed, the heat loss from the cylinder should not exceed (16.66 8.33 V0.4)/(1000 24), where V is the volume in litres.","For sizes of cylinder not listed, the <e1>heat loss</e1> from the cylinder should not exceed <e2>(16.66 8.33 V0.4)/(1000 24)</e2>, where V is the volume in litres."
7d877df3-9aa7-4dff-a64d-5356a66c944d,{'ID': '59_Finnish_SafetyOfUse'},necessity,outdoor and indoor spaces,handrail,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.","In public <e1>outdoor and indoor spaces</e1>, and in business and service premises, a <e2>handrail</e2> must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width."
7d877df3-9aa7-4dff-a64d-5356a66c944d,{'ID': '59_Finnish_SafetyOfUse'},necessity,handrail,continue at least 300 millimetres past the start and end points of the structure,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.","In public outdoor and indoor spaces, and in business and service premises, a <e1>handrail</e1> must <e2>continue at least 300 millimetres past the start and end points of the structure</e2>, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width."
7d877df3-9aa7-4dff-a64d-5356a66c944d,{'ID': '59_Finnish_SafetyOfUse'},greater,width,2.4 metres,"In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a width exceeding 2.4 metres and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width.","In public outdoor and indoor spaces, and in business and service premises, a handrail must continue at least 300 millimetres past the start and end points of the structure, and in the case of stairs or ramps that have a <e1>width</e1> exceeding <e2>2.4 metres</e2> and are located in assembly areas, it must also be placed so as to divide the passageway into parts no wider than the abovementioned width."
